Таблица узлов (1)-Учебная версия;;;;;;;;;
;Координаты;;;Связи;;;;;
№ узла;X (м);Y (м);Z (м);X;Y;Z;UX;UY;UZ
46621;-12.41333;-94.256638;15.25;-;-;-;-;-;-
46622;-11.42001;-94.256638;15.25;-;-;-;-;-;-
46623;-13.40667;-94.256638;15.25;-;-;-;-;-;-
46624;-14.4;-94.256638;15.25;-;-;-;-;-;-
46625;-15.39331;-94.256638;12.9833;-;-;-;-;-;-
46626;-15.39331;-94.256638;14.1167;-;-;-;-;-;-
46627;-16.3867;-94.256638;12.9833;-;-;-;-;-;-
46628;-17.379999;-94.256638;12.7;-;-;-;-;-;-
46629;-17.379999;-94.256638;13.55;-;-;-;-;-;-
46630;-16.3867;-94.256638;14.1167;-;-;-;-;-;-
46631;-15.39331;-94.256638;15.25;-;-;-;-;-;-
46632;-16.3867;-94.256638;15.25;-;-;-;-;-;-
46633;-17.379999;-94.256638;14.4;-;-;-;-;-;-
46634;-16.3867;-97.746643;14.1167;-;-;-;-;-;-
46635;-17.18;-97.746643;15.25;-;-;-;-;-;-
46636;-16.219999;-97.746643;15.25;-;-;-;-;-;-
46637;-11.42001;-97.746643;12.675;-;-;-;-;-;-
46638;-12.17001;-97.746643;13.5;-;-;-;-;-;-
46639;-11.42001;-97.746643;13.5;-;-;-;-;-;-
46640;-12.41333;-97.746643;14.1167;-;-;-;-;-;-
46641;-11.42001;-97.746643;14.375;-;-;-;-;-;-
46642;-16.3867;-97.746643;12.9833;-;-;-;-;-;-
46643;-12.92001;-97.746643;13.5;-;-;-;-;-;-
46644;-14.4;-97.746643;12.9833;-;-;-;-;-;-
46645;-15.39331;-97.746643;12.9833;-;-;-;-;-;-
46646;-12.38001;-97.746643;15.25;-;-;-;-;-;-
46647;-11.42001;-97.746643;15.25;-;-;-;-;-;-
46648;-13.40667;-97.746643;14.1167;-;-;-;-;-;-
46649;-13.34001;-97.746643;15.25;-;-;-;-;-;-
46650;-14.4;-97.746643;14.1167;-;-;-;-;-;-
46651;-14.30001;-97.746643;15.25;-;-;-;-;-;-
46652;-15.39331;-97.746643;14.1167;-;-;-;-;-;-
46653;-15.26;-97.746643;15.25;-;-;-;-;-;-
46654;-8.58;-92.346642;11.85;-;-;-;-;-;-
46655;-8.38001;-92.346642;11.85;-;-;-;-;-;-
46656;-9.52668;-94.256638;11.85;-;-;-;-;-;-
46657;-8.58;-94.256638;11.85;-;-;-;-;-;-
46658;-8.58;-94.056641;11.85;-;-;-;-;-;-
46659;-9.38001;-93.201637;11.85;-;-;-;-;-;-
46660;-8.38001;-93.201637;11.85;-;-;-;-;-;-
46661;-10.38001;-93.201637;11.85;-;-;-;-;-;-
46662;-11.38001;-93.201637;11.85;-;-;-;-;-;-
46663;-8.38001;-94.056641;11.85;-;-;-;-;-;-
46664;-17.18;-92.346642;11.85;-;-;-;-;-;-
46665;-17.379999;-93.201637;11.85;-;-;-;-;-;-
46666;-16.379999;-93.201637;11.85;-;-;-;-;-;-
46667;-10.47334;-94.256638;11.85;-;-;-;-;-;-
46668;-12.38001;-93.201637;11.85;-;-;-;-;-;-
46669;-13.38001;-93.201637;11.85;-;-;-;-;-;-
46670;-14.38;-93.201637;11.85;-;-;-;-;-;-
46671;-15.38;-93.201637;11.85;-;-;-;-;-;-
46672;-17.379999;-92.346642;11.85;-;-;-;-;-;-
46673;-8.58;-92.346642;15.25;-;-;-;-;-;-
46674;-8.38001;-92.346642;15.25;-;-;-;-;-;-
46675;-9.52668;-94.256638;15.25;-;-;-;-;-;-
46676;-8.58;-94.256638;15.25;-;-;-;-;-;-
46677;-8.58;-94.056641;15.25;-;-;-;-;-;-
46678;-9.38001;-93.201637;15.25;-;-;-;-;-;-
46679;-8.38001;-93.201637;15.25;-;-;-;-;-;-
46680;-10.38001;-93.201637;15.25;-;-;-;-;-;-
46681;-11.38001;-93.201637;15.25;-;-;-;-;-;-
46682;-8.38001;-94.056641;15.25;-;-;-;-;-;-
46683;-17.18;-92.346642;15.25;-;-;-;-;-;-
46684;-16.379999;-93.201637;15.25;-;-;-;-;-;-
46685;-10.47334;-94.256638;15.25;-;-;-;-;-;-
46686;-12.38001;-93.201637;15.25;-;-;-;-;-;-
46687;-13.38001;-93.201637;15.25;-;-;-;-;-;-
46688;-14.38;-93.201637;15.25;-;-;-;-;-;-
46689;-15.38;-93.201637;15.25;-;-;-;-;-;-
46690;-32.580002;-86.346642;15.25;-;-;-;-;-;-
46691;-33.351398;-87.146637;15.25;-;-;-;-;-;-
46692;-33.351398;-88.146637;15.25;-;-;-;-;-;-
46693;-33.351398;-89.146637;15.25;-;-;-;-;-;-
46694;-38.98;-86.346642;15.25;-;-;-;-;-;-
46695;-39.18;-87.065239;15.25;-;-;-;-;-;-
46696;-38.208599;-87.146637;15.25;-;-;-;-;-;-
46697;-34.322899;-87.146637;15.25;-;-;-;-;-;-
46698;-34.322899;-88.146637;15.25;-;-;-;-;-;-
46699;-35.2943;-87.146637;15.25;-;-;-;-;-;-
46700;-35.2943;-88.146637;15.25;-;-;-;-;-;-
46701;-36.265701;-87.146637;15.25;-;-;-;-;-;-
46702;-36.265701;-88.146637;15.25;-;-;-;-;-;-
46703;-34.322899;-89.146637;15.25;-;-;-;-;-;-
46704;-36.265701;-89.146637;15.25;-;-;-;-;-;-
46705;-35.2943;-89.146637;15.25;-;-;-;-;-;-
46706;-33.351398;-90.146637;15.25;-;-;-;-;-;-
46707;-33.351398;-91.146637;15.25;-;-;-;-;-;-
46708;-34.322899;-90.146637;15.25;-;-;-;-;-;-
46709;-32.580002;-91.94664;15.25;-;-;-;-;-;-
46710;-33.224998;-91.981644;15.25;-;-;-;-;-;-
46711;-34.322899;-91.146637;15.25;-;-;-;-;-;-
46712;-35.2943;-90.146637;15.25;-;-;-;-;-;-
46713;-35.024799;-90.892838;15.25;-;-;-;-;-;-
46714;-35.413399;-90.998642;15.25;-;-;-;-;-;-
46715;-35.4772;-91.486641;15.25;-;-;-;-;-;-
46716;-34.915001;-91.651642;15.25;-;-;-;-;-;-
46717;-34.07;-91.816643;15.25;-;-;-;-;-;-
46718;-36.265701;-90.146637;15.25;-;-;-;-;-;-
46719;-39.18;-87.783836;15.25;-;-;-;-;-;-
46720;-38.5676;-87.595642;15.25;-;-;-;-;-;-
46721;-37.237099;-87.146637;15.25;-;-;-;-;-;-
46722;-37.237099;-88.146637;15.25;-;-;-;-;-;-
46723;-38.208599;-88.146637;15.25;-;-;-;-;-;-
46724;-35.8773;-90.610336;15.25;-;-;-;-;-;-
46725;-36.5289;-90.717743;15.25;-;-;-;-;-;-
46726;-35.901402;-91.345238;15.25;-;-;-;-;-;-
46727;-35.759998;-91.203842;15.25;-;-;-;-;-;-
46728;-39.18;-86.346642;15.25;-;-;-;-;-;-
46729;-39.038601;-87.92524;15.25;-;-;-;-;-;-
46730;-38.897202;-88.066643;15.25;-;-;-;-;-;-
46731;-39.038601;-88.208038;15.25;-;-;-;-;-;-
46732;-38.411098;-88.835541;15.25;-;-;-;-;-;-
46733;-37.237099;-89.146637;15.25;-;-;-;-;-;-
46734;-37.1563;-90.09034;15.25;-;-;-;-;-;-
46735;-35.618599;-91.345238;15.25;-;-;-;-;-;-
46736;-37.783699;-89.462936;15.25;-;-;-;-;-;-
46737;-19.905001;-64.726639;-2;+;+;+;+;+;+
46738;-20.0371;-64.726639;-1;-;-;-;-;-;-
46739;-18.98;-64.726639;-1;-;-;-;-;-;-
46740;-18.98;-64.726639;-2;+;+;+;+;+;+
46741;-20.83;-64.726639;-2;+;+;+;+;+;+
46742;-21.094299;-64.726639;-1;-;-;-;-;-;-
46743;-21.754999;-64.726639;-2;+;+;+;+;+;+
46744;-22.1514;-64.726639;-1;-;-;-;-;-;-
46745;-19.905001;-64.726639;0;-;-;-;-;-;-
46746;-20.83;-64.726639;0;-;-;-;-;-;-
46747;-21.754999;-64.726639;0;-;-;-;-;-;-
46748;-22.68;-64.726639;0;-;-;-;-;-;-
46749;-23.208599;-64.726639;-1;-;-;-;-;-;-
46750;-23.605;-64.726639;0;-;-;-;-;-;-
46751;-22.68;-64.726639;-2;+;+;+;+;+;+
46752;-23.605;-64.726639;-2;+;+;+;+;+;+
46753;-24.530001;-64.726639;-2;+;+;+;+;+;+
46754;-24.265699;-64.726639;-1;-;-;-;-;-;-
46755;-25.455;-64.726639;-2;+;+;+;+;+;+
46756;-25.322901;-64.726639;-1;-;-;-;-;-;-
46757;-26.379999;-64.726639;-2;+;+;+;+;+;+
46758;-26.379999;-64.726639;-1;-;-;-;-;-;-
46759;-24.530001;-64.726639;0;-;-;-;-;-;-
46760;-25.455;-64.726639;0;-;-;-;-;-;-
46761;-20.0371;-64.726639;1;-;-;-;-;-;-
46762;-18.98;-64.726639;0.75;-;-;-;-;-;-
46763;-19.73;-64.726639;1.5;-;-;-;-;-;-
46764;-18.98;-64.726639;1.5;-;-;-;-;-;-
46765;-22.1514;-64.726639;1;-;-;-;-;-;-
46766;-21.094299;-64.726639;1;-;-;-;-;-;-
46767;-20.48;-64.726639;1.5;-;-;-;-;-;-
46768;-22.1514;-64.726639;2;-;-;-;-;-;-
46769;-21.094299;-64.726639;2;-;-;-;-;-;-
46770;-18.98;-64.726639;2.25;-;-;-;-;-;-
46771;-20.0371;-64.726639;2;-;-;-;-;-;-
46772;-19.963301;-64.726639;3;-;-;-;-;-;-
46773;-18.98;-64.726639;3;-;-;-;-;-;-
46774;-21.93;-64.726639;3;-;-;-;-;-;-
46775;-20.946699;-64.726639;3;-;-;-;-;-;-
46776;-23.208599;-64.726639;1;-;-;-;-;-;-
46777;-24.265699;-64.726639;1;-;-;-;-;-;-
46778;-24.265699;-64.726639;2;-;-;-;-;-;-
46779;-23.208599;-64.726639;2;-;-;-;-;-;-
46780;-25.322901;-64.726639;1;-;-;-;-;-;-
46781;-26.379999;-64.726639;1;-;-;-;-;-;-
46782;-26.379999;-64.726639;2;-;-;-;-;-;-
46783;-25.322901;-64.726639;2;-;-;-;-;-;-
46784;-22.9133;-64.726639;3;-;-;-;-;-;-
46785;-23.8967;-64.726639;3;-;-;-;-;-;-
46786;-24.879999;-64.726639;3;-;-;-;-;-;-
46787;-26.379999;-64.726639;3;-;-;-;-;-;-
46788;-25.629999;-64.726639;3;-;-;-;-;-;-
46789;-25.629999;-67.006638;3;-;-;-;-;-;-
46790;-26.18;-67.94664;3;-;-;-;-;-;-
46791;-25.629999;-65.866638;3;-;-;-;-;-;-
46792;-24.879999;-65.581642;3;-;-;-;-;-;-
46793;-26.379999;-65.726639;3;-;-;-;-;-;-
46794;-24.879999;-66.436638;3;-;-;-;-;-;-
46795;-24.879999;-67.291641;3;-;-;-;-;-;-
46796;-26.379999;-66.726639;3;-;-;-;-;-;-
46797;-26.379999;-67.94664;3;-;-;-;-;-;-
46798;-20.0371;-64.726639;4;-;-;-;-;-;-
46799;-18.98;-64.726639;3.75;-;-;-;-;-;-
46800;-19.73;-64.726639;4.5;-;-;-;-;-;-
46801;-18.98;-64.726639;4.5;-;-;-;-;-;-
46802;-22.1514;-64.726639;4;-;-;-;-;-;-
46803;-21.094299;-64.726639;4;-;-;-;-;-;-
46804;-20.48;-64.726639;4.5;-;-;-;-;-;-
46805;-23.208599;-64.726639;4;-;-;-;-;-;-
46806;-22.1514;-64.726639;5;-;-;-;-;-;-
46807;-21.094299;-64.726639;5;-;-;-;-;-;-
46808;-18.98;-64.726639;5.25;-;-;-;-;-;-
46809;-20.0371;-64.726639;5;-;-;-;-;-;-
46810;-19.963301;-64.726639;6;-;-;-;-;-;-
46811;-18.98;-64.726639;6;-;-;-;-;-;-
46812;-21.93;-64.726639;6;-;-;-;-;-;-
46813;-20.946699;-64.726639;6;-;-;-;-;-;-
46814;-24.265699;-64.726639;4;-;-;-;-;-;-
46815;-24.265699;-64.726639;5;-;-;-;-;-;-
46816;-23.208599;-64.726639;5;-;-;-;-;-;-
46817;-25.322901;-64.726639;4;-;-;-;-;-;-
46818;-26.379999;-64.726639;4;-;-;-;-;-;-
46819;-26.379999;-64.726639;5;-;-;-;-;-;-
46820;-25.322901;-64.726639;5;-;-;-;-;-;-
46821;-22.9133;-64.726639;6;-;-;-;-;-;-
46822;-23.8967;-64.726639;6;-;-;-;-;-;-
46823;-24.879999;-64.726639;6;-;-;-;-;-;-
46824;-26.379999;-64.726639;6;-;-;-;-;-;-
46825;-25.629999;-64.726639;6;-;-;-;-;-;-
46826;-25.629999;-67.006638;6;-;-;-;-;-;-
46827;-26.18;-67.94664;6;-;-;-;-;-;-
46828;-25.629999;-65.866638;6;-;-;-;-;-;-
46829;-24.879999;-65.581642;6;-;-;-;-;-;-
46830;-26.379999;-65.726639;6;-;-;-;-;-;-
46831;-24.879999;-66.436638;6;-;-;-;-;-;-
46832;-24.879999;-67.291641;6;-;-;-;-;-;-
46833;-26.379999;-66.726639;6;-;-;-;-;-;-
46834;-26.379999;-67.94664;6;-;-;-;-;-;-
46835;-20.0371;-64.726639;7;-;-;-;-;-;-
46836;-18.98;-64.726639;6.75;-;-;-;-;-;-
46837;-19.73;-64.726639;7.5;-;-;-;-;-;-
46838;-18.98;-64.726639;7.5;-;-;-;-;-;-
46839;-22.1514;-64.726639;7;-;-;-;-;-;-
46840;-21.094299;-64.726639;7;-;-;-;-;-;-
46841;-20.48;-64.726639;7.5;-;-;-;-;-;-
46842;-23.208599;-64.726639;7;-;-;-;-;-;-
46843;-22.1514;-64.726639;8;-;-;-;-;-;-
46844;-21.094299;-64.726639;8;-;-;-;-;-;-
46845;-18.98;-64.726639;8.25;-;-;-;-;-;-
46846;-20.0371;-64.726639;8;-;-;-;-;-;-
46847;-19.963301;-64.726639;9;-;-;-;-;-;-
46848;-18.98;-64.726639;9;-;-;-;-;-;-
46849;-21.93;-64.726639;9;-;-;-;-;-;-
46850;-20.946699;-64.726639;9;-;-;-;-;-;-
46851;-24.265699;-64.726639;7;-;-;-;-;-;-
46852;-24.265699;-64.726639;8;-;-;-;-;-;-
46853;-23.208599;-64.726639;8;-;-;-;-;-;-
46854;-25.322901;-64.726639;7;-;-;-;-;-;-
46855;-26.379999;-64.726639;7;-;-;-;-;-;-
46856;-26.379999;-64.726639;8;-;-;-;-;-;-
46857;-25.322901;-64.726639;8;-;-;-;-;-;-
46858;-22.9133;-64.726639;9;-;-;-;-;-;-
46859;-23.8967;-64.726639;9;-;-;-;-;-;-
46860;-24.879999;-64.726639;9;-;-;-;-;-;-
46861;-26.379999;-64.726639;9;-;-;-;-;-;-
46862;-25.629999;-64.726639;9;-;-;-;-;-;-
46863;-25.629999;-67.006638;9;-;-;-;-;-;-
46864;-26.18;-67.94664;9;-;-;-;-;-;-
46865;-25.629999;-65.866638;9;-;-;-;-;-;-
46866;-24.879999;-65.581642;9;-;-;-;-;-;-
46867;-26.379999;-65.726639;9;-;-;-;-;-;-
46868;-24.879999;-66.436638;9;-;-;-;-;-;-
46869;-24.879999;-67.291641;9;-;-;-;-;-;-
46870;-26.379999;-66.726639;9;-;-;-;-;-;-
46871;-26.379999;-67.94664;9;-;-;-;-;-;-
46872;-18.98;-65.581642;1.5;-;-;-;-;-;-
46873;-20.48;-65.581642;1.5;-;-;-;-;-;-
46874;-20.48;-66.436638;1.5;-;-;-;-;-;-
46875;-18.98;-66.436638;1.5;-;-;-;-;-;-
46876;-20.48;-67.291641;1.5;-;-;-;-;-;-
46877;-18.98;-67.291641;1.5;-;-;-;-;-;-
46878;-19.73;-68.146637;1.5;-;-;-;-;-;-
46879;-18.98;-65.581642;4.5;-;-;-;-;-;-
46880;-20.48;-65.581642;4.5;-;-;-;-;-;-
46881;-20.48;-66.436638;4.5;-;-;-;-;-;-
46882;-18.98;-66.436638;4.5;-;-;-;-;-;-
46883;-20.48;-67.291641;4.5;-;-;-;-;-;-
46884;-18.98;-67.291641;4.5;-;-;-;-;-;-
46885;-19.73;-68.146637;4.5;-;-;-;-;-;-
46886;-18.98;-65.581642;7.5;-;-;-;-;-;-
46887;-20.48;-65.581642;7.5;-;-;-;-;-;-
46888;-20.48;-66.436638;7.5;-;-;-;-;-;-
46889;-18.98;-66.436638;7.5;-;-;-;-;-;-
46890;-20.48;-67.291641;7.5;-;-;-;-;-;-
46891;-18.98;-67.291641;7.5;-;-;-;-;-;-
46892;-19.73;-68.146637;7.5;-;-;-;-;-;-
46893;-20.0371;-64.726639;9.95;-;-;-;-;-;-
46894;-18.98;-64.726639;9.75;-;-;-;-;-;-
46895;-19.73;-64.726639;10.5;-;-;-;-;-;-
46896;-18.98;-64.726639;10.5;-;-;-;-;-;-
46897;-22.1514;-64.726639;9.95;-;-;-;-;-;-
46898;-21.094299;-64.726639;9.95;-;-;-;-;-;-
46899;-20.48;-64.726639;10.5;-;-;-;-;-;-
46900;-23.208599;-64.726639;9.95;-;-;-;-;-;-
46901;-22.1514;-64.726639;10.9;-;-;-;-;-;-
46902;-21.094299;-64.726639;10.9;-;-;-;-;-;-
46903;-18.98;-64.726639;11.175;-;-;-;-;-;-
46904;-19.963301;-64.726639;11.85;-;-;-;-;-;-
46905;-18.98;-64.726639;11.85;-;-;-;-;-;-
46906;-20.946699;-64.726639;11.85;-;-;-;-;-;-
46907;-21.93;-64.726639;11.85;-;-;-;-;-;-
46908;-23.208599;-64.726639;10.9;-;-;-;-;-;-
46909;-22.9133;-64.726639;11.85;-;-;-;-;-;-
46910;-24.265699;-64.726639;9.95;-;-;-;-;-;-
46911;-24.265699;-64.726639;10.9;-;-;-;-;-;-
46912;-25.322901;-64.726639;9.95;-;-;-;-;-;-
46913;-26.379999;-64.726639;9.95;-;-;-;-;-;-
46914;-26.379999;-64.726639;10.9;-;-;-;-;-;-
46915;-25.322901;-64.726639;10.9;-;-;-;-;-;-
46916;-23.8967;-64.726639;11.85;-;-;-;-;-;-
46917;-24.879999;-64.726639;11.85;-;-;-;-;-;-
46918;-26.379999;-64.726639;11.85;-;-;-;-;-;-
46919;-25.629999;-64.726639;11.85;-;-;-;-;-;-
46920;-20.0371;-64.726639;12.9833;-;-;-;-;-;-
46921;-18.98;-64.726639;12.7;-;-;-;-;-;-
46922;-18.98;-64.726639;13.55;-;-;-;-;-;-
46923;-22.1514;-64.726639;12.9833;-;-;-;-;-;-
46924;-21.094299;-64.726639;12.9833;-;-;-;-;-;-
46925;-20.0371;-64.726639;14.1167;-;-;-;-;-;-
46926;-18.98;-64.726639;14.4;-;-;-;-;-;-
46927;-21.094299;-64.726639;14.1167;-;-;-;-;-;-
46928;-23.208599;-64.726639;12.9833;-;-;-;-;-;-
46929;-23.208599;-64.726639;14.1167;-;-;-;-;-;-
46930;-22.1514;-64.726639;14.1167;-;-;-;-;-;-
46931;-19.905001;-64.726639;15.25;-;-;-;-;-;-
46932;-18.98;-64.726639;15.25;-;-;-;-;-;-
46933;-20.83;-64.726639;15.25;-;-;-;-;-;-
46934;-21.754999;-64.726639;15.25;-;-;-;-;-;-
46935;-22.68;-64.726639;15.25;-;-;-;-;-;-
46936;-24.265699;-64.726639;12.9833;-;-;-;-;-;-
46937;-24.265699;-64.726639;14.1167;-;-;-;-;-;-
46938;-25.322901;-64.726639;12.9833;-;-;-;-;-;-
46939;-26.379999;-64.726639;12.7;-;-;-;-;-;-
46940;-26.379999;-64.726639;13.55;-;-;-;-;-;-
46941;-25.322901;-64.726639;14.1167;-;-;-;-;-;-
46942;-24.530001;-64.726639;15.25;-;-;-;-;-;-
46943;-23.605;-64.726639;15.25;-;-;-;-;-;-
46944;-25.455;-64.726639;15.25;-;-;-;-;-;-
46945;-26.379999;-64.726639;14.4;-;-;-;-;-;-
46946;-26.379999;-64.726639;15.25;-;-;-;-;-;-
46947;-18.98;-65.581642;10.5;-;-;-;-;-;-
46948;-20.48;-65.581642;10.5;-;-;-;-;-;-
46949;-20.48;-66.436638;10.5;-;-;-;-;-;-
46950;-18.98;-66.436638;10.5;-;-;-;-;-;-
46951;-20.48;-67.291641;10.5;-;-;-;-;-;-
46952;-18.98;-67.291641;10.5;-;-;-;-;-;-
46953;-19.73;-68.146637;10.5;-;-;-;-;-;-
46954;-25.629999;-67.006638;11.85;-;-;-;-;-;-
46955;-26.18;-67.94664;11.85;-;-;-;-;-;-
46956;-25.629999;-65.866638;11.85;-;-;-;-;-;-
46957;-24.879999;-65.581642;11.85;-;-;-;-;-;-
46958;-26.379999;-65.726639;11.85;-;-;-;-;-;-
46959;-24.879999;-66.436638;11.85;-;-;-;-;-;-
46960;-24.879999;-67.291641;11.85;-;-;-;-;-;-
46961;-26.379999;-66.726639;11.85;-;-;-;-;-;-
46962;-26.379999;-67.94664;11.85;-;-;-;-;-;-
46963;-20.0371;-65.866638;15.25;-;-;-;-;-;-
46964;-18.98;-65.726639;15.25;-;-;-;-;-;-
46965;-18.98;-66.726639;15.25;-;-;-;-;-;-
46966;-20.0371;-67.006638;15.25;-;-;-;-;-;-
46967;-19.18;-67.94664;15.25;-;-;-;-;-;-
46968;-18.98;-67.94664;15.25;-;-;-;-;-;-
46969;-26.379999;-66.726639;15.25;-;-;-;-;-;-
46970;-26.379999;-67.94664;15.25;-;-;-;-;-;-
46971;-26.18;-67.94664;15.25;-;-;-;-;-;-
46972;-25.322901;-67.006638;15.25;-;-;-;-;-;-
46973;-22.1514;-65.866638;15.25;-;-;-;-;-;-
46974;-21.094299;-65.866638;15.25;-;-;-;-;-;-
46975;-21.094299;-67.006638;15.25;-;-;-;-;-;-
46976;-22.1514;-67.006638;15.25;-;-;-;-;-;-
46977;-23.208599;-67.006638;15.25;-;-;-;-;-;-
46978;-23.208599;-65.866638;15.25;-;-;-;-;-;-
46979;-24.265699;-65.866638;15.25;-;-;-;-;-;-
46980;-25.322901;-65.866638;15.25;-;-;-;-;-;-
46981;-24.265699;-67.006638;15.25;-;-;-;-;-;-
46982;-26.379999;-65.726639;15.25;-;-;-;-;-;-
46983;-39.18;-81.146637;3.88835;-;-;-;-;-;-
46984;-39.18;-81.146637;5;-;-;-;-;-;-
46985;-39.18;-85.94664;6;-;-;-;-;-;-
46986;-39.18;-85.013344;6;-;-;-;-;-;-
46987;-39.18;-85.146637;4.53092;-;-;-;-;-;-
46988;-39.18;-82.146637;4.049;-;-;-;-;-;-
46989;-39.18;-82.146637;5;-;-;-;-;-;-
46990;-39.18;-83.146637;4.20964;-;-;-;-;-;-
46991;-39.18;-83.146637;5;-;-;-;-;-;-
46992;-39.18;-80.346642;6;-;-;-;-;-;-
46993;-39.18;-81.279938;6;-;-;-;-;-;-
46994;-39.18;-82.213341;6;-;-;-;-;-;-
46995;-39.18;-83.146637;6;-;-;-;-;-;-
46996;-39.18;-84.146637;4.37028;-;-;-;-;-;-
46997;-39.18;-84.146637;5;-;-;-;-;-;-
46998;-39.18;-85.146637;4;-;-;-;-;-;-
46999;-39.18;-84.079941;6;-;-;-;-;-;-
47000;-39.18;-87.106644;4;-;-;-;-;-;-
47001;-39.18;-87.106644;4.84578;-;-;-;-;-;-
47002;-39.18;-87.783836;6;-;-;-;-;-;-
47003;-39.18;-87.065239;6;-;-;-;-;-;-
47004;-39.18;-86.346642;6;-;-;-;-;-;-
47005;-12.17001;-94.546638;1.5;-;-;-;-;-;-
47006;-12.17001;-95.613342;1.5;-;-;-;-;-;-
47007;-11.42001;-95.546638;1.5;-;-;-;-;-;-
47008;-11.42001;-94.546638;1.5;-;-;-;-;-;-
47009;-12.17001;-96.679939;1.5;-;-;-;-;-;-
47010;-11.42001;-96.546638;1.5;-;-;-;-;-;-
47011;-12.92001;-94.546638;1.5;-;-;-;-;-;-
47012;-12.92001;-95.546638;1.5;-;-;-;-;-;-
47013;-12.92001;-96.546638;1.5;-;-;-;-;-;-
47014;-12.17001;-94.546638;4.5;-;-;-;-;-;-
47015;-12.17001;-95.613342;4.5;-;-;-;-;-;-
47016;-11.42001;-95.546638;4.5;-;-;-;-;-;-
47017;-11.42001;-94.546638;4.5;-;-;-;-;-;-
47018;-12.17001;-96.679939;4.5;-;-;-;-;-;-
47019;-11.42001;-96.546638;4.5;-;-;-;-;-;-
47020;-12.92001;-94.546638;4.5;-;-;-;-;-;-
47021;-12.92001;-95.546638;4.5;-;-;-;-;-;-
47022;-12.92001;-96.546638;4.5;-;-;-;-;-;-
47023;-12.17001;-94.546638;7.5;-;-;-;-;-;-
47024;-12.17001;-95.613342;7.5;-;-;-;-;-;-
47025;-11.42001;-95.546638;7.5;-;-;-;-;-;-
47026;-11.42001;-94.546638;7.5;-;-;-;-;-;-
47027;-12.17001;-96.679939;7.5;-;-;-;-;-;-
47028;-11.42001;-96.546638;7.5;-;-;-;-;-;-
47029;-12.92001;-94.546638;7.5;-;-;-;-;-;-
47030;-12.92001;-95.546638;7.5;-;-;-;-;-;-
47031;-12.92001;-96.546638;7.5;-;-;-;-;-;-
47032;-12.17001;-94.546638;10.5;-;-;-;-;-;-
47033;-12.17001;-95.613342;10.5;-;-;-;-;-;-
47034;-11.42001;-95.546638;10.5;-;-;-;-;-;-
47035;-11.42001;-94.546638;10.5;-;-;-;-;-;-
47036;-12.17001;-96.679939;10.5;-;-;-;-;-;-
47037;-11.42001;-96.546638;10.5;-;-;-;-;-;-
47038;-12.92001;-94.546638;10.5;-;-;-;-;-;-
47039;-12.92001;-95.546638;10.5;-;-;-;-;-;-
47040;-12.92001;-96.546638;10.5;-;-;-;-;-;-
47041;-12.17001;-94.546638;13.5;-;-;-;-;-;-
47042;-12.17001;-95.613342;13.5;-;-;-;-;-;-
47043;-11.42001;-95.546638;13.5;-;-;-;-;-;-
47044;-11.42001;-94.546638;13.5;-;-;-;-;-;-
47045;-12.17001;-96.679939;13.5;-;-;-;-;-;-
47046;-11.42001;-96.546638;13.5;-;-;-;-;-;-
47047;-12.92001;-94.546638;13.5;-;-;-;-;-;-
47048;-12.92001;-95.546638;13.5;-;-;-;-;-;-
47049;-12.92001;-96.546638;13.5;-;-;-;-;-;-
47050;-26.58;-92.346642;3;-;-;-;-;-;-
47051;-26.379999;-92.346642;3;-;-;-;-;-;-
47052;-26.379999;-93.346642;3;-;-;-;-;-;-
47053;-27.379999;-93.079941;3;-;-;-;-;-;-
47054;-27.379999;-94.013344;3;-;-;-;-;-;-
47055;-26.379999;-94.346642;3;-;-;-;-;-;-
47056;-28.847799;-97.23584;3;-;-;-;-;-;-
47057;-29.379999;-96.813339;3;-;-;-;-;-;-
47058;-29.1922;-97.29744;3;-;-;-;-;-;-
47059;-28.379999;-93.079941;3;-;-;-;-;-;-
47060;-28.379999;-94.013344;3;-;-;-;-;-;-
47061;-29.379999;-93.079941;3;-;-;-;-;-;-
47062;-29.379999;-94.013344;3;-;-;-;-;-;-
47063;-27.379999;-94.94664;3;-;-;-;-;-;-
47064;-26.379999;-95.346642;3;-;-;-;-;-;-
47065;-28.379999;-94.94664;3;-;-;-;-;-;-
47066;-29.379999;-94.94664;3;-;-;-;-;-;-
47067;-30.379999;-93.079941;3;-;-;-;-;-;-
47068;-30.379999;-94.013344;3;-;-;-;-;-;-
47069;-27.379999;-95.879936;3;-;-;-;-;-;-
47070;-26.379999;-96.346642;3;-;-;-;-;-;-
47071;-27.379999;-96.813339;3;-;-;-;-;-;-
47072;-26.58;-97.546638;3;-;-;-;-;-;-
47073;-26.58;-97.746643;3;-;-;-;-;-;-
47074;-26.379999;-97.546638;3;-;-;-;-;-;-
47075;-27.459101;-97.746643;3;-;-;-;-;-;-
47076;-28.379999;-95.879936;3;-;-;-;-;-;-
47077;-28.379999;-96.813339;3;-;-;-;-;-;-
47078;-29.5;-97.463837;3;-;-;-;-;-;-
47079;-29.358601;-97.60524;3;-;-;-;-;-;-
47080;-29.379999;-95.879936;3;-;-;-;-;-;-
47081;-28.3381;-97.746643;3;-;-;-;-;-;-
47082;-29.217199;-97.746643;3;-;-;-;-;-;-
